2012-05-23 14:09:48	11166	 Sync Data Time
2012-05-23 14:09:48	11164	 Sync Data Time
2012-05-23 14:20:23	11227	 Sync Data Time
2012-05-23 14:20:23	91112
2012-05-23 14:22:39	11039	 Sync Data Time
2012-05-23 14:29:22	11052	 Sync Data Time
2012-05-23 14:32:58	11055	 Sync Data Time
2012-05-23 14:52:14	11060	 Sync Data Time
2012-05-23 14:54:09	11090	 Sync Data Time
2012-05-23 14:55:39	11008	 Sync Data Time
2012-05-23 15:09:50	11164	 Sync Data Time
2012-05-23 15:11:01	11087	 Sync Data Time
2012-05-23 15:11:01	11161	 Sync Data Time
2012-05-23 15:11:01	11036	 Sync Data Time
2012-05-23 15:11:02	11062	 Sync Data Time
2012-05-23 15:11:02	11231	 Sync Data Time
2012-05-23 15:11:03	11083	 Sync Data Time
2012-05-23 15:11:06	11075	 Sync Data Time
2012-05-23 15:11:12	11090	 Sync Data Time
2012-05-23 15:11:12	11013	 Sync Data Time
2012-05-23 15:11:12	11060	 Sync Data Time
2012-05-23 15:11:14	11045	 Sync Data Time
2012-05-23 15:11:15	11164	 Sync Data Time
2012-05-23 15:11:15	11164	 Sync Data Time
2012-05-23 15:11:16	11166	 Sync Data Time
2012-05-23 15:11:16	11044	 Sync Data Time
2012-05-23 15:11:16	11081	 Sync Data Time
2012-05-23 15:11:23	11039	 Sync Data Time
2012-05-23 15:11:23	11038	 Sync Data Time
2012-05-23 15:11:23	11077	 Sync Data Time
2012-05-23 15:11:23	11051	 Sync Data Time
2012-05-23 15:11:23	11071	 Sync Data Time
2012-05-23 15:11:28	11052	 Sync Data Time
2012-05-23 15:11:34	11012	 Sync Data Time
2012-05-23 15:11:36	11094	 Sync Data Time
2012-05-23 15:11:36	11067	 Sync Data Time
2012-05-23 15:11:36	11163	 Sync Data Time
2012-05-23 15:11:36	11008	 Sync Data Time
2012-05-23 15:11:37	11082	 Sync Data Time
2012-05-23 15:11:43	11054	 Sync Data Time
2012-05-23 15:11:44	11017	 Sync Data Time
2012-05-23 15:11:45	11073	 Sync Data Time
2012-05-23 15:11:45	11009	 Sync Data Time
2012-05-23 15:11:45	11162	 Sync Data Time
2012-05-23 15:11:47	11068	 Sync Data Time
2012-05-23 15:11:48	11042	 Sync Data Time
2012-05-23 15:11:49	11092	 Sync Data Time
2012-05-23 15:12:00	11171	 Sync Data Time
2012-05-23 15:12:08	11070	 Sync Data Time
2012-05-23 15:12:08	11167	 Sync Data Time
2012-05-23 15:12:09	11021	 Sync Data Time
2012-05-23 15:12:09	11079	 Sync Data Time
2012-05-23 15:12:18	11079	 Sync Data Time
2012-05-23 15:12:21	11066	 Sync Data Time
2012-05-23 15:12:26	11026	 Sync Data Time
2012-05-23 15:12:40	11046	 Sync Data Time
2012-05-23 15:13:49	11091	 Sync Data Time
2012-05-23 15:15:16	11078	 Sync Data Time
2012-05-23 15:17:46	11010	 Sync Data Time
2012-05-23 15:41:51	11001	 Sync Data Time
2012-05-23 15:54:59	11167	 Sync Data Time
2012-05-23 15:55:48	11079	 Sync Data Time
2012-05-23 15:59:28	11060	 Sync Data Time
2012-05-23 15:59:42	11013	 Sync Data Time
2012-05-23 15:59:43	11044	 Sync Data Time
